id,categoria,codigo,nombre,minimo,alicuota_num
108,30,522520,Expendio de bebidas alcohólicas: Entre las 24 hs. y las 09 hs. del día siguiente,43292.00,31.50
485,66,142900,"Explotación de minas y canteras n.c.p. (Incluye amianto, baritina, cuarzo, diatomita, piedra pómez, ágata, agua marina, amatista, cristal de roca, rodocrosita, topacio, corindón, feldespato, mica, zeolita, perlita, granulado volcánico, puzolana, toba, talco, vermiculita, tosca, grafito)",733.00,7.00
238,13,141400,"Extracción de arcilla y caolín. (Incluye andalucita, arcillas, bentonita, caolín, pirofilita, silimanita, mulita, tierra de chamota o de dinas)",733.00,7.00
391,13,141300,"Extracción de arenas, canto rodado y triturados pétreos. (Incluye arena para construcción, arena silícea, otras arenas naturales, canto rodado, dolomita triturada, granito triturado, piedra partida y otros triturados pétreos)",733.00,7.00
546,75,131000,"Extracción de minerales de hierro. (Incluye hematitas, limonitas, magnetitas, siderita)",733.00,7.00
789,75,132000,"Extracción de minerales metalíferos no ferrosos, excepto minerales de uranio y torio. (Incluye aluminio, cobre, estaño, manganeso, níquel, oro, plata, plomo, volframio, antimonio, bismuto, cinc, molibdeno, titanio, circonio, niobio, tántalo, vanadio, cromo, cobalto)",733.00,7.00
504,66,142110,"Extracción de minerales para la fabricación de abonos excepto turba. (Incluye guano, silvita, silvinita y otras sales de potasio naturales)",733.00,7.00
230,66,142120,"Extracción de minerales para la fabricación de productos químicos. (Incluye azufre, boracita e hidroboracita, calcita, celestina, colemanita, fluorita, litio y sales de litio naturales, sulfato de aluminio, sulfato de hierro, sulfato de magnesio, sulfato de sodio, ocres, tinkal, ulexita, asfaltita, laterita)",733.00,7.00
608,75,120000,Extracción de minerales y concentrados de uranio y torio,733.00,7.00
211,64,111000,"Extracción de petróleo crudo y gas natural (Incluye gas natural licuado y gaseoso, arenas alquitraníferas, esquistos bituminosos o lutitas, aceites de petróleo y de minerales bituminosos, petróleo, coque de petróleo)",733.00,7.00
219,13,141200,"Extracción de piedra caliza y yeso. (Incluye caliza, castina, conchilla, riolita, yeso natural, anhidrita)",733.00,7.00
45,13,141100,"Extracción de rocas ornamentales. (Incluye areniscas, cuarcita, dolomita, granito, mármol, piedra laja, pizarra, pórfido, serpentina)",733.00,7.00
824,66,142200,Extracción de sal en salinas y de roca,733.00,7.00
14,13,020130.1,Extracción de tierra,577.00,7.00
647,64,101000,"Extracción y aglomeración de carbón (Incluye la producción de hulla no aglomerada, antracita, carbón bituminoso no aglomerado, briquetas, ovoides y combustibles sólidos análogos a base de hulla)",733.00,7.00
352,65,241309.1,Fábrica de bolsas de polietileno,373.00,7.00
522,23,151130,"Fábrica de chacinados. Elaboración de fiambres, embutidos y preparados a base de carne",733.00,7.00
500,52,173092.1,Fábrica de estropajos,577.00,7.00
616,9,154999.6,Fábrica de milanesas y hamburguesas,733.00,7.00
126,9,154999.7,Fábrica de Sándwiches,733.00,7.00
176,52,173092,Fábrica de textiles en general,577.00,7.00
168,23,152030,Fábrica industrial de helados,733.00,7.00
416,12,241200,Fabricación de abonos y fertilizantes (incluye los biológicos),577.00,7.00
289,69,181201,Fabricación de accesorios de vestir de cuero,577.00,7.00
592,69,181192,Fabricación de accesorios de vestir excepto de cuero,577.00,7.00
690,68,361010.2,Fabricación de accesorios para muebles,373.00,7.00
425,50,314000,Fabricación de acumuladores y pilas eléctricas,577.00,7.00
304,10,353000,"Fabricación de aeronaves, planeadores y similares, sus componentes, repuestos y accesorios",733.00,4.00
572,50,293099.2,Fabricación de aparatos y accesorios eléctricos de uso doméstico no clasificados en otra parte,577.00,7.00
295,48,332001,Fabricación de aparatos y accesorios para fotografía,577.00,7.00
244,50,293099.1,Fabricación de aparatos y suministros eléctricos no clasificados en otra parte (incluye accesorios eléctricos),577.00,7.00
718,50,315000,Fabricación de artefactos eléctricos para la iluminación,577.00,7.00
736,26,293095,"Fabricación de artefactos para iluminación metálicos, excepto los eléctricos",577.00,7.00
479,45,269110,"Fabricación de artefactos sanitarios de barro, loza, porcelana y cerámica",577.00,7.00
464,52,172109,Fabricación de artículos confeccionados con materiales textiles. n.c.p. (excepto prendas de vestir),577.00,7.00
65,15,269591,Fabricación de artículos de cemento y fibrocemento (excepto ladrillos),577.00,7.00
645,2,202901,"Fabricación de artículos de cestería, caña y mimbre",264.00,7.00
445,52,172103,Fabricación de artículos de lona y sucedáneos de lona,577.00,7.00
855,2,202903,Fabricación de artículos de madera en tornerías,373.00,7.00
926,4,210990.1,Fabricación de artículos de papel y cartón n.c.p.,577.00,7.00
454,4,210990.2,"Fabricación de artículos de pulpa, papel y cartón no clasificados en otra parte",577.00,7.00
447,58,261099,Fabricación de artículos de vidrio y cristal excepto espejos y vitrales,577.00,7.00
703,31,369999.2,Fabricación de artículos no clasificados en otra parte,577.00,7.00
386,2,202902,Fabricación de ataúdes,577.00,7.00
848,50,319000.1,"Fabricación de bobinas, arranques, bujías y otros equipos y aparatos eléctricos para motores de combustión interna",577.00,7.00
335,52,172104,Fabricación de bolsas de materiales textiles para productos a granel,577.00,7.00
43,32,289992,Fabricación de cajas de seguridad,577.00,7.00
480,15,269422,Fabricación de cal,577.00,7.00
77,32,281300,Fabricación de calderas y generadores de apor,577.00,7.00
400,22,192020,Fabricación de calzado de caucho,577.00,7.00
936,70,192010.1,"Fabricación de calzado de cuero, incluyendo el ortopédico",577.00,7.00
463,70,192010.2,"Fabricación de calzado de tela y otros materiales (excluido de caucho vulcanizado o moldeado, de madera o de plásticos)",577.00,7.00
648,22,251110,Fabricación de cámaras y cubiertas,577.00,7.00
948,15,269410,Fabricación de cemento,577.00,7.00
749,31,369920,"Fabricación de cepillos, pinceles y escobas",471.00,7.00
302,32,289309,"Fabricación de cerraduras, llaves, herrajes y otros artículos de ferretería incluyendo clavos y bulones",577.00,7.00
782,54,160091,Fabricación de cigarrillos,1496.00,12.60
213,3,242903,"Fabricación de colas, adhesivos, aprestos y cemento (excepto los odontológicos) obtenidos de sustancias minerales y vegetales",577.00,7.00
106,31,361030,"Fabricación de colchones, sommiers, almohadones y almohadas",577.00,7.00
840,50,312000.2,Fabricación de conductores eléctricos,577.00,7.00
266,52,172900,Fabricación de cortinas. Cortinerías,577.00,7.00
630,32,289302,"Fabricación de cuchillería, vajilla, utensilios y baterías de cocina",577.00,7.00
383,50,293093,"Fabricación de enceradoras, pulidoras, batidoras, licuadoras y otros aparatos semejantes",577.00,7.00
4,4,210202,Fabricación de envases de cartón,577.00,7.00
256,4,210201,Fabricación de envases de papel,577.00,7.00
468,65,252010,Fabricación de envases de plástico,577.00,7.00
600,32,289910,"Fabricación de envases metálicos, incluyendo bronce, latón, aluminio, hojalata",577.00,7.00
461,2,202300,"Fabricación de envases, recipientes y embalajes de madera (barriles, tambores, caja)",577.00,7.00
240,50,319000.2,Fabricación de equipos y aparatos de comunicaciones,577.00,7.00
148,31,369300,"Fabricación de equipos y aparatos para deporte, atletismo y camping",373.00,7.00
707,31,369999.1,Fabricación de equipos y artículos para gastronomía,577.00,7.00
552,58,261091,Fabricación de espejos y vitrales,577.00,7.00
474,32,281102,Fabricación de estructuras metálicas para la construcción,373.00,7.00
398,3,242902,"Fabricación de explosivos, municiones y productos de pirotecnia",1139.00,9.50
841,12,243000,Fabricación de fibras artificiales no clasificados en otra parte excepto vidrio,577.00,7.00
497,31,369991,Fabricación de fósforos,577.00,7.00
380,52,172101,"Fabricación de frazadas, mantas, colchas, cobertores, etc.",577.00,7.00
371,23,154110,Fabricación de galletitas y bizcochos y otros productos secos de panaderías,733.00,7.00
543,12,241110.2,Fabricación de gases comprimidos y licuados para uso doméstico,733.00,7.00
571,12,241110.1,"Fabricación de gases comprimidos y licuados, excepto los de uso doméstico",733.00,7.00
809,50,293020,"Fabricación de heladeras, freezers, lavarropas y secarropas",577.00,7.00
372,32,289301,"Fabricación de herramientas manuales y sus accesorios (para uso general, plomería, albañilería, , incluyendo las de campo y jardín)",577.00,7.00
155,19,155490.1,Fabricación de hielo natural y jugos envasados para diluir,733.00,8.40
835,12,241130,Fabricación de hielo seco,367.00,7.00
76,26,291400,"Fabricación de hornos, hogares, estufas y calefactores industriales (excluidos los eléctricos)",577.00,7.00
41,31,369200,Fabricación de instrumentos de música,373.00,7.00
937,48,332003,Fabricación de instrumentos de óptica,577.00,7.00
792,3,242412,Fabricación de jabones y detergentes,577.00,7.00
819,31,369101,Fabricación de joyas y artículos conexos,577.00,8.40
720,31,369400,Fabricación de juegos y juguetes (excepto los de caucho y plástico),577.00,7.00
884,22,251909.1,Fabricación de juegos y juguetes de caucho,373.00,7.00
924,65,252090.1,"Fabricación de juguetes, juegos y calzados plásticos",373.00,7.00
376,15,269301,Fabricación de ladrillos y bloques,577.00,7.00
606,50,321000,Fabricación de lámparas y tubos eléctricos,577.00,7.00
310,31,369910,"Fabricación de lápices, lapiceras, bolígrafos, plumas estilográficas y artículos similares para oficina",577.00,7.00
204,48,332002,Fabricación de lentes y artículos oftálmicos,373.00,7.00
579,2,202100,"Fabricación de maderas terciadas, enchapadas o conglomeradas, tableros o paneles",577.00,7.00
529,23,154191,Fabricación de masas y demás productos de pastelería (confiterías),733.00,7.00
10,10,359900.1,Fabricación de material de transporte no clasificado en otra parte,577.00,7.00
699,15,269200,Fabricación de material refractario,577.00,7.00
470,12,241309,Fabricación de materiales plásticos,577.00,7.00
12,12,241180,Fabricación de materias químicas inorgánicas básicas n.c.p.,577.00,7.00
578,12,241190,"Fabricación de materias químicas orgánicas básicas n.c.p. (Incluye la fabricación de alcoholes excepto el etílico, sustancias químicas para elaboración de sustancias plásticas, )",577.00,7.00
618,52,173010,Fabricación de medias,577.00,7.00
542,3,242310,"Fabricación de medicamentos para uso humano, productos farmacéuticos y medicinales (excepto productos veterinarios).",577.00,7.00
717,15,269510,"Fabricación de mosaicos, baldosas, revestimientos de paredes y pisos (excluidos los cerámicos y plásticos)",577.00,7.00
805,65,252090.2,"Fabricación de mosaicos, baldosas, revestimientos de paredes y pisos, de productos plásticos",577.00,7.00
160,10,359100,"Fabricación de motocicletas, vehículos similares y sus partes, incluyendo el motor",577.00,10.50
584,10,341000.1,"Fabricación de motores para automóviles, camiones y otros vehículos para transporte de carga y pasajeros (excluidos motos y similares)",577.00,7.00
859,65,361020,"Fabricación de muebles de plástico, sus partes y accesorios",577.00,7.00
281,68,361010.1,"Fabricación de muebles, sus partes y accesorios, excepto metálicos y plásticos",373.00,7.00
84,45,269193,"Fabricación de objetos de barro, loza, porcelana y cerámica n.c.p. (excepto refractarios, ladrillos y revestimientos para pisos y paredes)",373.00,7.00
785,45,269192,"Fabricación de objetos de barro, loza, porcelana y cerámica para uso doméstico (excepto artefactos sanitarios)",315.00,7.00
813,45,269191,"Fabricación de objetos de barro, loza, porcelana y cerámica para uso industrial y de laboratorio",577.00,7.00
166,31,369102,Fabricación de objetos de platería y enchapados,373.00,8.40
122,54,160099,Fabricación de otros productos de tabaco,1496.00,12.60
27,23,154120,Fabricación de pan y productos de panificación. Panificadoras,733.00,7.00
519,4,210102,Fabricación de papel y cartón,577.00,7.00
118,31,369992,Fabricación de paraguas,577.00,7.00
567,70,192030,Fabricación de partes o accesorios del calzado,367.00,7.00
436,23,154420,Fabricación de pastas secas,733.00,7.00
293,3,242490,"Fabricación de perfumes, cosméticos y otros productos de higiene y tocador",577.00,7.00
837,50,323000.3,Fabricación de piezas y suministros utilizados especialmente para aparatos de radio y televisión,577.00,7.00
194,3,242200,"Fabricación de pinturas, barnices, lacas, esmaltes y productos similares y conexos (excepto tintas)",577.00,7.00
253,3,242100,Fabricación de plaguicidas (incluye los biológicos),577.00,7.00
272,50,293094,"Fabricación de planchas, calefactores, hornos eléctricos, microondas y otros aparatos generadores de calor",577.00,7.00
804,15,269592,Fabricación de premoldeados para la construcción (incluye viviendas premoldeadas),577.00,7.00
3,3,242411,"Fabricación de preparados para la limpieza, pulido y saneamiento",577.00,7.00
570,15,269309,Fabricación de productos de arcilla y cerámica no refractaria para uso estructural,577.00,7.00
938,32,281101,Fabricación de productos de carpintería metálica,373.00,7.00
663,22,251901,Fabricación de productos de caucho destinados a la industria automotor (excepto cámaras y cubiertas),373.00,7.00
613,22,251909.2,Fabricación de productos de caucho n.c.p.,577.00,7.00
2,2,202904,Fabricación de productos de corcho,373.00,7.00
524,18,191200,"Fabricación de productos de cuero y sucedáneos de cuero (excepto calzado y prendas vestir). Incluye maletas, bolsos de mano y similares, artículos de talabartería y de cuero n.c.p.",733.00,8.40
235,2,202909,"Fabricación de productos de madera, de corcho, caña y mimbre no clasificados en otra parte",373.00,7.00
79,15,269600,"Fabricación de productos de piedra, mármol y granito (incluye corte y tallado)",577.00,7.00
341,44,232000,Fabricación de productos diversos derivados del petróleo y del carbón excepto la refinación de petróleo,733.00,7.00
558,23,152090.2,"Fabricación de productos lácteos no clasificados en otra parte. (Incluye cremas, yogures, mantecas)",733.00,7.00
183,32,289993,Fabricación de productos metálicos de Tornería y Matricería,577.00,7.00
294,32,289999,Fabricación de productos metálicos n.c.p.,577.00,7.00
521,15,269990,Fabricación de productos minerales no metálicos n.c.p.,577.00,7.00
259,65,252090.3,Fabricación de productos plásticos n.c.p.,577.00,7.00
458,3,242909,Fabricación de productos químicos n.c.p. (Incluye aceites esenciales),577.00,7.00
725,2,202201,"Fabricación de puertas, ventanas y estructuras de madera para la construcción. Carpintería de obras",577.00,7.00
482,4,210101,Fabricación de pulpa de madera,577.00,7.00
669,23,152020,Fabricación de quesos,733.00,7.00
653,50,323000.1,"Fabricación de receptores de radio, televisión, grabación y reproducción de imagen gravadas y sonido",577.00,7.00
930,10,342000.1,Fabricación de remolques y semirremolques,577.00,7.00
34,10,343000,"Fabricación de repuestos, piezas y accesorios para vehículos automotores",577.00,7.00
498,12,241301,Fabricación de resinas y cauchos sintéticos,577.00,7.00
903,15,269302,Fabricación de revestimientos cerámicos para pisos y paredes,577.00,7.00
914,52,172102,Fabricación de ropa para cama y mantelería,577.00,7.00
455,52,172300,"Fabricación de sogas, cables, cordeles y artículos conexos de cáñamo, sisal, lino y otras fibras naturales",577.00,7.00
750,12,241120,Fabricación de tanino y curtientes naturales o sintéticos,577.00,7.00
713,32,281200,Fabricación de tanques y depósitos metálicos,577.00,7.00
560,52,172200,Fabricación de tapices y alfombras,577.00,7.00
612,32,289991,Fabricación de tejidos de alambre,577.00,7.00
555,52,173090,Fabricación de tejidos y artículos de punto,577.00,7.00
826,3,242901,Fabricación de tintas y negro de humo (incluye tintas de imprenta),577.00,7.00
603,50,322000,Fabricación de Transmisores de Radio y Televisión y aparatos de telefonía y telegrafía con hilos,577.00,7.00
128,26,291200.2,"Fabricación de válvulas, grifos y accesorios de cañerías",577.00,7.00
280,50,293092.1,"Fabricación de ventiladores y extractores de aire, aspiradoras y otros aparatos semejantes",577.00,7.00
784,58,261020,Fabricación de vidrios planos y templados,577.00,7.00
517,2,202202,Fabricación de viviendas prefabricadas de madera,577.00,7.00
860,55,271009,"Fabricación en industrias básicas de productos de hierro y acero n.c.p. (Incluye alambre, cañerías, tuberías, )en general",577.00,7.00
851,10,359200,Fabricación y armado de bicicletas y rodados similares,577.00,7.00
404,10,342000.2,"Fabricación y armado de carrocerías para automóviles, camiones y otros vehículos para transporte de carga y pasajeros (incluye casas rodantes)",577.00,7.00
206,31,374000,Fabricación y armado de letreros y anuncios publicitarios,577.00,7.00
871,48,333000,Fabricación y armado de relojes (incluye Fabricación de piezas y cajas para relojes y mecanismos similares),577.00,7.00
390,10,341000.2,Fabricación y armado de vehículos automotores,577.00,7.00
374,52,173093,"Fabricación y comercialización al por mayor de artículos textiles, con planta industrial fuera del ejido municipal",716.00,7.00
290,70,192010.3,"Fabricación y comercialización al por mayor de calzados, con planta industrial fuera del ejido municipal",716.00,7.00
598,10,359900.3,"Fabricación y comercialización al por mayor de equipos de transporte, con planta industrial fuera del ejido municipal",716.00,7.00
642,48,334000,"Fabricación y comercialización al por mayor de equipos, con planta industrial fuera del ejido municipal",716.00,7.00
318,26,293096,"Fabricación y comercialización al por mayor de maquinaria, con planta industrial fuera del ejido municipal",716.00,7.00
518,50,323000.4,"Fabricación y comercialización al por mayor de maquinarias eléctricas, con planta industrial fuera del ejido municipal",716.00,7.00
825,73,273300,"Fabricación y comercialización al por mayor de metales no ferrosos y metales preciosos, con planta industrial fuera del ejido municipal",716.00,7.00
610,68,361010.3,"Fabricación y comercialización al por mayor de muebles, con planta industrial fuera del ejido municipal",716.00,7.00
692,45,269194,"Fabricación y comercialización al por mayor de objetos de barro, loza, porcelana y cerámica, con planta industrial fuera del ejido municipal",716.00,7.00
716,31,375000,"Fabricación y comercialización al por mayor de otras manufacturas, con planta industrial fuera del ejido municipal",716.00,7.00
577,15,269991,"Fabricación y comercialización al por mayor de otros productos minerales no metálicos, con planta industrial fuera del ejido municipal",716.00,7.00
471,69,182002,"Fabricación y comercialización al por mayor de prendas de vestir, con planta industrial fuera del ejido municipal",716.00,7.00
26,22,251909.3,"Fabricación y comercialización al por mayor de productos de caucho, con planta industrial fuera del ejido municipal",716.00,7.00
869,18,191300,"Fabricación y comercialización al por mayor de productos de cuero, con planta industrial fuera del ejido municipal",716.00,8.40
82,44,232001,"Fabricación y comercialización al por mayor de productos de diversos derivados de petróleo, con planta industrial fuera del ejido municipal",716.00,7.00
348,55,271010,"Fabricación y comercialización al por mayor de productos de hierro y acero, con planta industrial fuera del ejido municipal",716.00,7.00
828,2,202910,"Fabricación y comercialización al por mayor de productos de madera, corcho, caña y mimbre, con planta industrial fuera del ejido municipal",716.00,7.00
901,4,210990.3,"Fabricación y comercialización al por mayor de productos de papel, con planta industrial fuera del ejido municipal",716.00,7.00
227,65,252090.4,"Fabricación y comercialización al por mayor de productos de plástico, con planta industrial fuera del ejido municipal",716.00,7.00
887,32,289999.1,"Fabricación y comercialización al por mayor de productos metálicos, con planta industrial fuera del ejido municipal",716.00,7.00
156,12,244000,"Fabricación y comercialización al por mayor de sustancias químicas, con planta industrial fuera del ejido municipal",716.00,7.00
144,58,261099.1,"Fabricación y comercialización al por mayor de vidrios y productos de vidrio, con planta industrial fuera del ejido municipal",716.00,7.00
685,50,323000.2,Fabricación y grabación de discos y cintas magnetofónicas,577.00,7.00
361,23,154200.2,Fabricación y refinación de azúcar no clasificada en otra parte,733.00,7.00
223,26,291900.4,Fabricación y reparación de accesorios de máquinas y equipos n.c.p. (excepto los eléctricos),577.00,7.00
437,50,293092.2,Fabricación y reparación de acondicionadores de aire,373.00,7.00
674,26,292700,Fabricación y reparación de armas (excepto municiones),577.00,8.40
861,26,291500,"Fabricación y reparación de ascensores, escaleras mecánicas, montacargas",577.00,7.00
763,26,292909.1,"Fabricación y reparación de básculas, balanzas y dinamómetros, excepto los científicos para uso de laboratorio",577.00,7.00
96,26,291200.1,"Fabricación y reparación de bombas, compresores y maquinaria o equipos similares",577.00,7.00
324,26,293010,"Fabricación y reparación de cocinas, calefones, estufas y calefactores de uso doméstico, no eléctricos",577.00,7.00
269,48,331200,"Fabricación y reparación de equipo profesional y científico, e instrumentos de medida y control no clasificados en otra parte",373.00,7.00
469,50,293099.4,Fabricación y reparación de equipos de computación.,577.00,7.00
496,50,312000.1,Fabricación y reparación de equipos de distribución y transmisión de electricidad,373.00,7.00
300,10,359900.2,Fabricación y reparación de grúas y equipamiento de transporte mecánico,577.00,7.00
733,26,292190,Fabricación y reparación de maquinaria agropecuaria y forestal (excepto tractores),577.00,7.00
832,50,300000,"Fabricación y reparación de maquinaria de oficina, cálculo, contabilidad, máquinas de escribir, cajas registradoras,",373.00,7.00
317,26,292500,"Fabricación y reparación de maquinaria para la elaboración y envases de productos alimenticios, bebidas y tabaco",577.00,7.00
865,26,292400.2,Fabricación y reparación de maquinaria y equipo para la construcción,577.00,7.00
129,26,292901,Fabricación y reparación de maquinaria y equipo para la industria del papel y las artes gráficas,577.00,7.00
484,26,292400.1,"Fabricación y reparación de maquinaria y equipo para la industria minera, petrolera y canteras",577.00,7.00
516,26,292600,"Fabricación y reparación de maquinaria y equipo para la industria textil, prendas de vestir y cuero",577.00,7.00
466,26,292909.2,Fabricación y reparación de maquinaria y equipo para trabajar la madera,577.00,7.00
32,26,292300,"Fabricación y reparación de maquinaria y equipo para trabajar los metales, incluyendo máquinas herramienta y máquinas para metalurgia",577.00,7.00
373,26,291900.2,Fabricación y reparación de maquinaria y equipo para uso vial,577.00,7.00
536,26,291900.1,Fabricación y reparación de maquinaria y equipos para la industria en general n.c.p.,577.00,7.00
609,50,293091,Fabricación y reparación de máquinas de coser y tejer,373.00,7.00
515,50,293099.3,Fabricación y reparación de máquinas y aparatos industriales eléctricos no clasificados en otra parte,577.00,7.00
661,26,292909.3,Fabricación y reparación de máquinas y equipos de refrigeración,577.00,7.00
650,26,291900.3,Fabricación y reparación de máquinas y equipos n.c.p. (excepto la maquinaria eléctrica),577.00,7.00
109,50,311000,"Fabricación y reparación de motores eléctricos, transformadores y generadores",373.00,7.00
252,26,291100,"Fabricación y reparación de motores y turbinas, incluyendo máquinas de vapor (excepto de motocicletas, automotores y naves)",577.00,7.00
187,26,292110,Fabricación y reparación de tractores,577.00,7.00
101,48,331100,"Fabricación y reparación e instrumentos y aparatos de cirugía, medicina, odontología, ortopedia, sus partes y accesorios",373.00,7.00
599,20,921981,Ferias y exposiciones,564.00,10.50
509,30,522112.2,Fiambrería. Venta al por menor de fiambres,373.00,7.00
551,17,514191,Fraccionamiento y distribuidores al por mayor de gas licuado (incluye envasado de garrafas),373.00,4.00
526,24,512271,Fraccionamiento y venta al por mayor de azúcar,373.00,7.00
369,17,514110.2,"Fraccionamiento, distribución y venta al por mayor de aditivos y lubricantes",373.00,4.00
94,24,512299.1,"Fraccionamiento, distribución y venta al por mayor de encurtidos",373.00,7.00
198,63,512319,"Fraccionamiento, distribución y venta por mayor de alcoholes",373.00,7.00
462,24,512299.5,"Fraccionamiento, distribución y venta por mayor de productos alimentarios n.c.p.",373.00,7.00
89,23,151112,"Frigoríficos, matanza de ganado, preparación y conservación de sus carnes",733.00,7.00
347,73,273100,Fundición de hierro y acero,577.00,7.00
491,73,273200,Fundición de metales no ferrosos,577.00,7.00
441,55,271001,"Fundición en hornos y acerías. Producción de lingotes, planchas o barras",577.00,7.00
746,32,289100,"Galvanoplastia, esmaltado , y otros procesos similares en metales, incluyendo pulvimetalurgia, incluye estampado, prensado, forjado y laminado de metales",577.00,7.00
893,47,401130,Generación de energía hidráulica. (Incluye la producción de energía eléctrica mediante centrales de bombeo). Por cada 10.000 Kw. $ 112.,0.00,0.00
309,47,401190,"Generación de energía n.c.p. (Incluye la producción de energía eléctrica mediante fuentes de energía solar, biomasa, eólica, geotérmica, mareomotriz). Por cada 10.000 Kw. $ 112.",0.00,0.00
931,47,401110,"Generación de energía térmica convencional. (Incluye la producción de energía eléctrica mediante máquinas turbo-gas, turbo vapor, ciclo combinado y turbo diesel). Por cada 10.000 Kw. $ 112.",0.00,0.00
779,47,401120,Generación de energía térmica nuclear. (Incluye la producción de energía eléctrica mediante combustible nuclear). Por cada 10.000 Kw. $ 112.,0.00,0.00
228,46,851120.1,Geriátricos,471.00,7.00
410,20,924110.8,Gimnasios,471.00,10.50
759,62,552271,Heladeras en la vía pública,471.00,7.00
701,62,552120,Heladería,471.00,0.00
330,52,171132,Hilados de algodón. Hilandería de algodón y sus mezclas,577.00,7.00
533,52,171131,Hilados de lana. Hilandería de lana y sus mezclas,577.00,7.00
233,52,171139,Hilandería de fibras textiles (excepto algodón y lana),577.00,7.00
51,30,521110,Hipermercado,136662.00,15.80
870,7,659909,"Holding de inversión, actividades de participación, renta y venta de acciones o títulos valores.",0.00,27.80
607,36,452520,"Hormigonado, hincado de pilotes, cimentación y otros trabajos de hormigón armado",577.00,7.60
909,23,154120.1,Horneado de pan,367.00,7.00
8,8,551222.5,"Hostería categoría 2 y 1 estrellas. Con un mínimo por cada habitación de $ 39,50.",0.00,10.50
333,8,551222.4,"Hostería categoría 3 estrellas. Con un mínimo por cada habitación de $ 50,30.",0.00,10.50
64,8,551222.7,"Hotel categoría 1 estrella. Con un mínimo por cada habitación de $ 41,90.",0.00,10.50
671,8,551222.3,"Hotel categoría 2 estrellas. Con un mínimo por cada habitación de $ 50,30.",0.00,10.50
839,8,551222.6,"Hotel categoría 3 estrellas. Con un mínimo por cada habitación de $ 64,70.",0.00,10.50
795,8,551222.2,Hotel categoría 4 estrellas. Con un mínimo por cada habitación de $ 90.,0.00,10.50
586,8,551222.1,Hotel categoría 5 estrellas. Con un mínimo por cada habitación de $ 120.,0.00,10.50
800,33,222101,Impresión de diarios y revistas,264.00,7.00
214,33,222109,Impresión y encuadernación (excepto diarios y revistas),264.00,7.00
638,6,014210,Inseminación artificial y servicios n.c.p. para mejorar la reproducción de los animales y el rendimiento de sus productos,577.00,7.00
686,36,453110,"Instalación de ascensores, montacargas, escaleras mecánicas,",577.00,7.60
353,36,453300,"Instalación de gas, agua, sanitarios y equipos de climatización, con sus artefactos conexos",577.00,7.60
105,49,502300,"Instalación y reparación de lunetas y ventanillas, sistema de climatización, grabado de cristales de automotores, polarizados,",373.00,7.00
760,36,453900,"Instalaciones para edificios y obras de ingeniería civil n.c.p. (incluye aislamiento término, acústico, antivibratorio, )",577.00,7.60
423,21,809000.1,Instituto de enseñanza,471.00,7.00
523,41,930910,Instituto de higiene y estética corporal,375.00,8.40
428,7,659908,Intermediarios financieros que perciban comisiones u otras retribuciones análogas o porcentajes.,934.00,27.80
328,21,801090,Jardín de infantes primer ciclo. Guardería,471.00,7.00
25,21,801040,Jardín de infantes segundo ciclo,471.00,7.00
731,20,921989,Jardín zoológico.,471.00,10.50
889,20,924920.1,"Juego de pool, minipool y otros juegos de mesa y por cada mesa",315.00,12.60
822,20,921990.1,"Juegos Mecánicos, con capacidad mayor a 2 personas                                                                                                                                                           Con un mínimo por juego de $ 405.",405.00,15.80
414,30,521190.1,"Kioscos instalados dentro del perímetro señalado en el código 633120.1, shoppings y grandes centros comerciales",577.00,7.00
492,30,521190.2,Kioscos instalados fuera del perímetro señalado en el código 633120.2.,373.00,7.00
783,16,921130,Laboratorios cinematográficos,1852.00,7.00
125,55,271002,"Laminación y estirado. Laminadoras. Cortes, doblado y plegado de chapas /o aceros",577.00,7.00
329,49,502700,Lavadero de autos,373.00,7.00
917,52,171120,Lavado y limpieza de lana. Lavadero,577.00,7.00
246,67,930100.2,Lavandería automática. Alquiler de máquinas lavadoras y secadoras de ropa en general,315.00,7.00
857,52,171121,Lavandería y Tintorería industrial,577.00,7.00
395,57,701090.3,"Locación de bienes inmuebles propios – Excepto locación temporaria con fines turísticos, descanso o similares de la Ley Nacional Nº  27.221.",564.00,10.50
636,53,924910.3,Lotería,783.00,29.00
137,53,924910.6,Lotería instantánea,783.00,29.00
911,49,505000.1,Lubricentros,471.00,7.40
297,41,930202.3,Manicura,315.00,8.40
682,49,502920,Mantenimiento y reparación de frenos de automotores,373.00,7.00
54,23,151111,Matanza de ganado,733.00,7.00
912,23,151199,"Matanza, preparación y conservación de animales de la caza",733.00,7.00
668,23,151120,"Matanza, preparación, elaboración y conservación de carnes de aves",733.00,7.00
659,34,511912,Matarifes,577.00,17.40
93,46,851300.1,Mecánico dental,471.00,7.00
78,30,521130,Minimercado,934.00,7.00
408,23,153139,"Molienda de cereales (excepto trigo), legumbres, otras preparaciones y moliendas n.c.p.",733.00,7.00
920,23,153110,Molienda de trigo,733.00,7.00
199,32,281109,Montajes industriales,577.00,7.00
721,8,551229.2,"Motel categoría 1 y 2 estrellas. Con un mínimo por cada habitación de $ 98,25.",0.00,10.50
49,8,551229.1,"Motel categoría 3 estrellas. Con un mínimo por cada habitación de $ 131,80.",0.00,10.50
