Nº Código,Alíc.,Mínimo,Actividad ID,Descripción,Rama ID,Rama,Categoria ID,Categoria
924910.5,29.00,955.00,1530,Otros juegos de azar,19,ACTIVIDADES COMERCIALES,134,Venta al por menor en cigarrerías. Agencias de lotería y otros juegos de azar
924910.2,12.00,955.00,1527,Prode,19,ACTIVIDADES COMERCIALES,134,Venta al por menor en cigarrerías. Agencias de lotería y otros juegos de azar
924910.1,29.00,955.00,1526,Quiniela,19,ACTIVIDADES COMERCIALES,134,Venta al por menor en cigarrerías. Agencias de lotería y otros juegos de azar
522991,19.80,705.00,1533,Venta al por menor de tabacos y cigarrillos,19,ACTIVIDADES COMERCIALES,134,Venta al por menor en cigarrerías. Agencias de lotería y otros juegos de azar
523000,7.00,455.00,1534,Venta de viaje/s por recarga de tarjeta/s de colectivo al por menor. Por la comisión,19,ACTIVIDADES COMERCIALES,134,Venta al por menor en cigarrerías. Agencias de lotería y otros juegos de azar
514310,7.00,705.00,1475,"Venta al por mayor de aberturas (puertas, ventanas, armazones)",19,ACTIVIDADES COMERCIALES,129,Venta por mayor de materiales para la construcción
513531,7.00,705.00,1474,Venta al por mayor de artículos de cristal y vidrio,19,ACTIVIDADES COMERCIALES,129,Venta por mayor de materiales para la construcción
514391,7.00,705.00,1480,"Venta al por mayor de artículos de plomería, electricidad, iluminación, calefacción, obras sanitarias y similares",19,ACTIVIDADES COMERCIALES,129,Venta por mayor de materiales para la construcción
514399.2,7.00,705.00,1483,Venta al por mayor de artículos para la construcción n.c.p.,19,ACTIVIDADES COMERCIALES,129,Venta por mayor de materiales para la construcción
514392,7.00,705.00,1481,"Venta al por mayor de artículos y objetos de barro, loza y porcelana",19,ACTIVIDADES COMERCIALES,129,Venta por mayor de materiales para la construcción
514399.1,7.00,705.00,1482,"Venta al por mayor de ladrillos, cemento, cal, arena, piedra, mármol y similares",19,ACTIVIDADES COMERCIALES,129,Venta por mayor de materiales para la construcción
514320,7.00,705.00,1476,"Venta al por mayor de madera y productos de madera, excepto muebles",19,ACTIVIDADES COMERCIALES,129,Venta por mayor de materiales para la construcción
514340,7.00,705.00,1478,"Venta al por mayor de pinturas, barnices, lacas y esmaltes",19,ACTIVIDADES COMERCIALES,129,Venta por mayor de materiales para la construcción
514350,7.00,705.00,1479,Venta al por mayor de vidrios planos y templados,19,ACTIVIDADES COMERCIALES,129,Venta por mayor de materiales para la construcción
514330,7.00,705.00,1477,Venta al por mayor en ferreterías,19,ACTIVIDADES COMERCIALES,129,Venta por mayor de materiales para la construcción
515921,7.00,705.00,1485,"Venta al por mayor de equipo informático y máquinas de oficina, cálculo y contabilidad",19,ACTIVIDADES COMERCIALES,130,"Venta por mayor de motores, máquinas y equipos"
515110,7.00,705.00,1484,"Venta al por mayor de equipos e implementos de uso en los sectores agropecuario, jardinería, silvicultura, pesca y caza",19,ACTIVIDADES COMERCIALES,130,"Venta por mayor de motores, máquinas y equipos"
153131,7.00,895.00,1048,Elaboración de alimentos de cereales,15,ACTIVIDADES INDUSTRIALES,89,Elaboración de productos alimentarios diversos
154999.2,7.00,895.00,1056,"Elaboración de concentrados: café, te",15,ACTIVIDADES INDUSTRIALES,89,Elaboración de productos alimentarios diversos
154912,7.00,895.00,1050,Elaboración de especies,15,ACTIVIDADES INDUSTRIALES,89,Elaboración de productos alimentarios diversos
154991,7.00,895.00,1053,"Elaboración de extractos, jarabes y concentrados",15,ACTIVIDADES INDUSTRIALES,89,Elaboración de productos alimentarios diversos
154999.5,7.00,895.00,1059,"Elaboración de productos alimenticios n.c.p. (Incluye la elaboración de polvos para preparar postres y gelatinas, levadura, productos para copetín, sal de mesa, mayonesa, mostaza)",15,ACTIVIDADES INDUSTRIALES,89,Elaboración de productos alimentarios diversos
154999.4,7.00,895.00,1058,Elaboración de productos dietéticos.,15,ACTIVIDADES INDUSTRIALES,89,Elaboración de productos alimentarios diversos
154920,7.00,895.00,1051,Elaboración de té,15,ACTIVIDADES INDUSTRIALES,89,Elaboración de productos alimentarios diversos
154992,7.00,895.00,1054,Elaboración de vinagre,15,ACTIVIDADES INDUSTRIALES,89,Elaboración de productos alimentarios diversos
154930,7.00,895.00,1052,Elaboración y molienda de yerba mate (incluye concentrados),15,ACTIVIDADES INDUSTRIALES,89,Elaboración de productos alimentarios diversos
154999.6,7.00,895.00,1060,Fábrica de milanesas y hamburguesas,15,ACTIVIDADES INDUSTRIALES,89,Elaboración de productos alimentarios diversos
154999.7,7.00,895.00,1061,Fábrica de Sándwiches,15,ACTIVIDADES INDUSTRIALES,89,Elaboración de productos alimentarios diversos
154999.3,7.00,895.00,1057,"Procesadores de papas (peladero, lavadero, incluyendo elaboración de puré, harina y escamas)",15,ACTIVIDADES INDUSTRIALES,89,Elaboración de productos alimentarios diversos
154999.1,7.00,895.00,1055,Refinación y molienda de sal,15,ACTIVIDADES INDUSTRIALES,89,Elaboración de productos alimentarios diversos
154911,7.00,895.00,1049,"Tostado, torrado y molienda de café",15,ACTIVIDADES INDUSTRIALES,89,Elaboración de productos alimentarios diversos
192010.1,7.00,705.00,1118,"Fabricación de calzado de cuero, incluyendo el ortopédico",15,ACTIVIDADES INDUSTRIALES,95,Fabricación de calzado excepto el de caucho vulcanizado o moldeados o de plástico
192010.2,7.00,705.00,1119,"Fabricación de calzado de tela y otros materiales (excluido de caucho vulcanizado o moldeado, de madera o de plásticos)",15,ACTIVIDADES INDUSTRIALES,95,Fabricación de calzado excepto el de caucho vulcanizado o moldeados o de plástico
192030,7.00,450.00,1121,Fabricación de partes o accesorios del calzado,15,ACTIVIDADES INDUSTRIALES,95,Fabricación de calzado excepto el de caucho vulcanizado o moldeados o de plástico
192010.3,7.00,875.00,1120,"Fabricación y comercialización al por mayor de calzados, con planta industrial fuera del ejido municipal",15,ACTIVIDADES INDUSTRIALES,95,Fabricación de calzado excepto el de caucho vulcanizado o moldeados o de plástico
352000,7.00,705.00,1295,Construcción de maquinaria y equipo ferroviario (incluye locomotoras y material rodante),15,ACTIVIDADES INDUSTRIALES,113,Fabricación de equipos de transporte
351100,7.00,705.00,1293,Construcción de motores y piezas para navíos,15,ACTIVIDADES INDUSTRIALES,113,Fabricación de equipos de transporte
351200,7.00,705.00,1294,"Construcción y reparación de embarcaciones, incluye buques, yates, veleros, botes,  Astilleros",15,ACTIVIDADES INDUSTRIALES,113,Fabricación de equipos de transporte
353000,4.00,895.00,1296,"Fabricación de aeronaves, planeadores y similares, sus componentes, repuestos y accesorios",15,ACTIVIDADES INDUSTRIALES,113,Fabricación de equipos de transporte
359900.1,7.00,705.00,1299,Fabricación de material de transporte no clasificado en otra parte,15,ACTIVIDADES INDUSTRIALES,113,Fabricación de equipos de transporte
359100,10.50,705.00,1297,"Fabricación de motocicletas, vehículos similares y sus partes, incluyendo el motor",15,ACTIVIDADES INDUSTRIALES,113,Fabricación de equipos de transporte
341000.1,7.00,705.00,1287,"Fabricación de motores para automóviles, camiones y otros vehículos para transporte de carga y pasajeros (excluidos motos y similares)",15,ACTIVIDADES INDUSTRIALES,113,Fabricación de equipos de transporte
342000.1,7.00,705.00,1289,Fabricación de remolques y semirremolques,15,ACTIVIDADES INDUSTRIALES,113,Fabricación de equipos de transporte
343000,7.00,705.00,1291,"Fabricación de repuestos, piezas y accesorios para vehículos automotores",15,ACTIVIDADES INDUSTRIALES,113,Fabricación de equipos de transporte
359200,7.00,705.00,1298,Fabricación y armado de bicicletas y rodados similares,15,ACTIVIDADES INDUSTRIALES,113,Fabricación de equipos de transporte
342000.2,7.00,705.00,1290,"Fabricación y armado de carrocerías para automóviles, camiones y otros vehículos para transporte de carga y pasajeros (incluye casas rodantes)",15,ACTIVIDADES INDUSTRIALES,113,Fabricación de equipos de transporte
341000.2,7.00,705.00,1288,Fabricación y armado de vehículos automotores,15,ACTIVIDADES INDUSTRIALES,113,Fabricación de equipos de transporte
359900.3,7.00,875.00,1301,"Fabricación y comercialización al por mayor de equipos de transporte, con planta industrial fuera del ejido municipal",15,ACTIVIDADES INDUSTRIALES,113,Fabricación de equipos de transporte
359900.2,7.00,705.00,1300,Fabricación y reparación de grúas y equipamiento de transporte mecánico,15,ACTIVIDADES INDUSTRIALES,113,Fabricación de equipos de transporte
343001,7.00,705.00,1292,Rectificación de motores,15,ACTIVIDADES INDUSTRIALES,113,Fabricación de equipos de transporte
361010.2,7.00,455.00,1303,Fabricación de accesorios para muebles,15,ACTIVIDADES INDUSTRIALES,114,"Fabricación de muebles y accesorios de madera, caña, mimbre y otros, excepto los que son metálicos o de plástico"
361010.1,7.00,455.00,1302,"Fabricación de muebles, sus partes y accesorios, excepto metálicos y plásticos",15,ACTIVIDADES INDUSTRIALES,114,"Fabricación de muebles y accesorios de madera, caña, mimbre y otros, excepto los que son metálicos o de plástico"
361010.3,7.00,875.00,1304,"Fabricación y comercialización al por mayor de muebles, con planta industrial fuera del ejido municipal",15,ACTIVIDADES INDUSTRIALES,114,"Fabricación de muebles y accesorios de madera, caña, mimbre y otros, excepto los que son metálicos o de plástico"
269110,7.00,705.00,1190,"Fabricación de artefactos sanitarios de barro, loza, porcelana y cerámica",15,ACTIVIDADES INDUSTRIALES,105,"Fabricación de objetos de barro, loza, porcelana y cerámica"
269193,7.00,455.00,1193,"Fabricación de objetos de barro, loza, porcelana y cerámica n.c.p. (excepto refractarios, ladrillos y revestimientos para pisos y paredes)",15,ACTIVIDADES INDUSTRIALES,105,"Fabricación de objetos de barro, loza, porcelana y cerámica"
269192,7.00,385.00,1192,"Fabricación de objetos de barro, loza, porcelana y cerámica para uso doméstico (excepto artefactos sanitarios)",15,ACTIVIDADES INDUSTRIALES,105,"Fabricación de objetos de barro, loza, porcelana y cerámica"
269191,7.00,705.00,1191,"Fabricación de objetos de barro, loza, porcelana y cerámica para uso industrial y de laboratorio",15,ACTIVIDADES INDUSTRIALES,105,"Fabricación de objetos de barro, loza, porcelana y cerámica"
269194,7.00,875.00,1194,"Fabricación y comercialización al por mayor de objetos de barro, loza, porcelana y cerámica, con planta industrial fuera del ejido municipal",15,ACTIVIDADES INDUSTRIALES,105,"Fabricación de objetos de barro, loza, porcelana y cerámica"
269421,7.00,705.00,1200,Elaboración de yeso,15,ACTIVIDADES INDUSTRIALES,106,Fabricación de otros productos minerales no metálicos
269591,7.00,705.00,1203,Fabricación de artículos de cemento y fibrocemento (excepto ladrillos),15,ACTIVIDADES INDUSTRIALES,106,Fabricación de otros productos minerales no metálicos
269422,7.00,705.00,1201,Fabricación de cal,15,ACTIVIDADES INDUSTRIALES,106,Fabricación de otros productos minerales no metálicos
269410,7.00,705.00,1199,Fabricación de cemento,15,ACTIVIDADES INDUSTRIALES,106,Fabricación de otros productos minerales no metálicos
269301,7.00,705.00,1196,Fabricación de ladrillos y bloques,15,ACTIVIDADES INDUSTRIALES,106,Fabricación de otros productos minerales no metálicos
269200,7.00,705.00,1195,Fabricación de material refractario,15,ACTIVIDADES INDUSTRIALES,106,Fabricación de otros productos minerales no metálicos
269510,7.00,705.00,1202,"Fabricación de mosaicos, baldosas, revestimientos de paredes y pisos (excluidos los cerámicos y plásticos)",15,ACTIVIDADES INDUSTRIALES,106,Fabricación de otros productos minerales no metálicos
269592,7.00,705.00,1204,Fabricación de premoldeados para la construcción (incluye viviendas premoldeadas),15,ACTIVIDADES INDUSTRIALES,106,Fabricación de otros productos minerales no metálicos
269309,7.00,705.00,1198,Fabricación de productos de arcilla y cerámica no refractaria para uso estructural,15,ACTIVIDADES INDUSTRIALES,106,Fabricación de otros productos minerales no metálicos
269600,7.00,705.00,1205,"Fabricación de productos de piedra, mármol y granito (incluye corte y tallado)",15,ACTIVIDADES INDUSTRIALES,106,Fabricación de otros productos minerales no metálicos
269990,7.00,705.00,1206,Fabricación de productos minerales no metálicos n.c.p.,15,ACTIVIDADES INDUSTRIALES,106,Fabricación de otros productos minerales no metálicos
269302,7.00,705.00,1197,Fabricación de revestimientos cerámicos para pisos y paredes,15,ACTIVIDADES INDUSTRIALES,106,Fabricación de otros productos minerales no metálicos
269991,7.00,875.00,1207,"Fabricación y comercialización al por mayor de otros productos minerales no metálicos, con planta industrial fuera del ejido municipal",15,ACTIVIDADES INDUSTRIALES,106,Fabricación de otros productos minerales no metálicos
210990.1,7.00,705.00,1137,Fabricación de artículos de papel y cartón n.c.p.,15,ACTIVIDADES INDUSTRIALES,97,Fabricación de papel y productos de papel
210990.2,7.00,705.00,1138,"Fabricación de artículos de pulpa, papel y cartón no clasificados en otra parte",15,ACTIVIDADES INDUSTRIALES,97,Fabricación de papel y productos de papel
210202,7.00,705.00,1136,Fabricación de envases de cartón,15,ACTIVIDADES INDUSTRIALES,97,Fabricación de papel y productos de papel
210201,7.00,705.00,1135,Fabricación de envases de papel,15,ACTIVIDADES INDUSTRIALES,97,Fabricación de papel y productos de papel
210102,7.00,705.00,1134,Fabricación de papel y cartón,15,ACTIVIDADES INDUSTRIALES,97,Fabricación de papel y productos de papel
210101,7.00,705.00,1133,Fabricación de pulpa de madera,15,ACTIVIDADES INDUSTRIALES,97,Fabricación de papel y productos de papel
210990.3,7.00,875.00,1139,"Fabricación y comercialización al por mayor de productos de papel, con planta industrial fuera del ejido municipal",15,ACTIVIDADES INDUSTRIALES,97,Fabricación de papel y productos de papel
210991,7.00,705.00,1140,"Taller de enrollado, bobinado y enfardado de papel",15,ACTIVIDADES INDUSTRIALES,97,Fabricación de papel y productos de papel
181191,7.00,705.00,1106,Confección de impermeables y pilotos,15,ACTIVIDADES INDUSTRIALES,93,Fabricación de prendas de vestir excepto calzados
181202,8.40,895.00,1110,Confección de prenda de vestir de cuero y sucedáneos,15,ACTIVIDADES INDUSTRIALES,93,Fabricación de prendas de vestir excepto calzados
182001,8.40,895.00,1111,Confección de prendas de vestir de piel y sucedáneos,15,ACTIVIDADES INDUSTRIALES,93,Fabricación de prendas de vestir excepto calzados
181199,7.00,705.00,1108,"Confección de prendas de vestir (excepto las de piel, de cuero y sucedáneos, pilotos e impermeables). Incluye ropa interior, prendas de dormir y playa, indumentaria de trabajo, uniformes, guardapolvos, ropa de bebé y niño.",15,ACTIVIDADES INDUSTRIALES,93,Fabricación de prendas de vestir excepto calzados
181201,7.00,705.00,1109,Fabricación de accesorios de vestir de cuero,15,ACTIVIDADES INDUSTRIALES,93,Fabricación de prendas de vestir excepto calzados
181192,7.00,705.00,1107,Fabricación de accesorios de vestir excepto de cuero,15,ACTIVIDADES INDUSTRIALES,93,Fabricación de prendas de vestir excepto calzados
182002,7.00,875.00,1112,"Fabricación y comercialización al por mayor de prendas de vestir, con planta industrial fuera del ejido municipal",15,ACTIVIDADES INDUSTRIALES,93,Fabricación de prendas de vestir excepto calzados
153120,7.00,895.00,1032,"Descascaramiento, pulido, limpieza y molienda de arroz",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
152090.3,7.00,385.00,1030,"Elaboración artesanal de alimentos sin local de atención, sin empleados",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
152090.1,7.00,895.00,1028,Elaboración artesanal de helados,15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
151410,7.00,895.00,1024,Elaboración de aceites y grasas vegetales y subproductos,15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
151203,7.00,895.00,1016,Elaboración de aceites y harinas de pescado y otros animales marinos,15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
153300,7.00,895.00,1035,Elaboración de alimentos preparados para animales,15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
153200,7.00,895.00,1034,Elaboración de almidones y productos derivados del almidón. (Incluye la elaboración de glucosa y gluten),15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
154301,7.00,895.00,1043,"Elaboración de cacao, chocolate, bombones y otros productos similares a base de cacao",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
154309,7.00,895.00,1044,"Elaboración de caramelos, golosinas y otros productos de confiterías n.c.p.",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
151340,7.00,895.00,1020,"Elaboración de frutas, hortalizas y legumbres congeladas",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
154410,7.00,895.00,1045,Elaboración de pastas frescas,15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
151201,7.00,895.00,1014,"Elaboración de pescados de mar, crustáceos y otros productos marinos envasado y conservación",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
151202,7.00,895.00,1015,"Elaboración de pescados de río, lagunas y otros productos pluviales y lacustres. Envasado y conservación",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
154199,7.00,895.00,1040,"Elaboración de productos de panadería n.c.p. (Incluye la elaboración de churros, prepizzas, masas fritas, de hojaldre, en establecimientos de hasta 10 ocupados)",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
151390.2,7.00,895.00,1022,"Elaboración, envasado y conservación de frutas, legumbres y hortalizas n.c.p. (Incluye la elaboración de sémola de hortalizas y legumbres)",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
151310,7.00,895.00,1017,"Elaboración, envasado y conservación de frutas y legumbres",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
151320,7.00,895.00,1018,"Elaboración, envasado y conservación de jugos de frutas naturales o artificiales",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
152010,7.00,895.00,1025,"Elaboración, pasteurización y homogeneización de leche (incluida la condensada y en polvo)",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
151390.3,7.00,895.00,1023,"Elaboración, precortado y envasado de hortalizas y/o frutas frescas.",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
154430,7.00,895.00,1047,"Elaboración y comercialización al por mayor de alimentos, con planta industrial fuera del ejido municipal",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
151390.1,7.00,895.00,1021,"Elaboración y envasado de conservas, caldos concentrados y otros alimentos deshidratados",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
151330,7.00,895.00,1019,"Elaboración y envasado de dulces, mermeladas y jaleas",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
154110,7.00,895.00,1036,Fabricación de galletitas y bizcochos y otros productos secos de panaderías,15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
154191,7.00,895.00,1039,Fabricación de masas y demás productos de pastelería (confiterías),15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
154120,7.00,895.00,1037,Fabricación de pan y productos de panificación. Panificadoras,15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
154420,7.00,895.00,1046,Fabricación de pastas secas,15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
152090.2,7.00,895.00,1029,"Fabricación de productos lácteos no clasificados en otra parte. (Incluye cremas, yogures, mantecas)",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
152020,7.00,895.00,1026,Fabricación de quesos,15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
154200.2,7.00,895.00,1042,Fabricación y refinación de azúcar no clasificada en otra parte,15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
151130,7.00,895.00,1012,"Fábrica de chacinados. Elaboración de fiambres, embutidos y preparados a base de carne",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
152030,7.00,895.00,1027,Fábrica industrial de helados,15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
151112,7.00,895.00,1009,"Frigoríficos, matanza de ganado, preparación y conservación de sus carnes",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
154120.1,7.00,450.00,1038,Horneado de pan,15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
151111,7.00,895.00,1008,Matanza de ganado,15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
151120,7.00,895.00,1011,"Matanza, preparación, elaboración y conservación de carnes de aves",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
151199,7.00,895.00,1013,"Matanza, preparación y conservación de animales de la caza",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
153139,7.00,895.00,1033,"Molienda de cereales (excepto trigo), legumbres, otras preparaciones y moliendas n.c.p.",15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
153110,7.00,895.00,1031,Molienda de trigo,15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
154200.1,7.00,895.00,1041,Refinación y fraccionamiento de azúcar,15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
151113,7.00,895.00,1010,Salado y pelado de cueros. Saladeros y peladeros de cuero,15,ACTIVIDADES INDUSTRIALES,88,Fabricación de productos alimentarios excepto bebidas
192020,7.00,705.00,1172,Fabricación de calzado de caucho,15,ACTIVIDADES INDUSTRIALES,102,Fabricación de productos de caucho
251110,7.00,705.00,1173,Fabricación de cámaras y cubiertas,15,ACTIVIDADES INDUSTRIALES,102,Fabricación de productos de caucho
251909.1,7.00,455.00,1176,Fabricación de juegos y juguetes de caucho,15,ACTIVIDADES INDUSTRIALES,102,Fabricación de productos de caucho
251901,7.00,455.00,1175,Fabricación de productos de caucho destinados a la industria automotor (excepto cámaras y cubiertas),15,ACTIVIDADES INDUSTRIALES,102,Fabricación de productos de caucho
251909.2,7.00,705.00,1177,Fabricación de productos de caucho n.c.p.,15,ACTIVIDADES INDUSTRIALES,102,Fabricación de productos de caucho
251909.3,7.00,875.00,1178,"Fabricación y comercialización al por mayor de productos de caucho, con planta industrial fuera del ejido municipal",15,ACTIVIDADES INDUSTRIALES,102,Fabricación de productos de caucho
251120,7.00,455.00,1174,Recauchutaje y vulcanización de cubiertas,15,ACTIVIDADES INDUSTRIALES,102,Fabricación de productos de caucho
232000,7.00,895.00,1148,Fabricación de productos diversos derivados del petróleo y del carbón excepto la refinación de petróleo,15,ACTIVIDADES INDUSTRIALES,99,Fabricación de productos diversos derivados del petróleo y carbón
232001,7.00,875.00,1149,"Fabricación y comercialización al por mayor de productos de diversos derivados de petróleo, con planta industrial fuera del ejido municipal",15,ACTIVIDADES INDUSTRIALES,99,Fabricación de productos diversos derivados del petróleo y carbón
289992,7.00,705.00,1228,Fabricación de cajas de seguridad,15,ACTIVIDADES INDUSTRIALES,109,Fabricación de productos metálicos excepto maquinaria y equipos
281300,7.00,705.00,1221,Fabricación de calderas y generadores de apor,15,ACTIVIDADES INDUSTRIALES,109,Fabricación de productos metálicos excepto maquinaria y equipos
289309,7.00,705.00,1225,"Fabricación de cerraduras, llaves, herrajes y otros artículos de ferretería incluyendo clavos y bulones",15,ACTIVIDADES INDUSTRIALES,109,Fabricación de productos metálicos excepto maquinaria y equipos
289302,7.00,705.00,1224,"Fabricación de cuchillería, vajilla, utensilios y baterías de cocina",15,ACTIVIDADES INDUSTRIALES,109,Fabricación de productos metálicos excepto maquinaria y equipos
289910,7.00,705.00,1226,"Fabricación de envases metálicos, incluyendo bronce, latón, aluminio, hojalata",15,ACTIVIDADES INDUSTRIALES,109,Fabricación de productos metálicos excepto maquinaria y equipos
281102,7.00,455.00,1218,Fabricación de estructuras metálicas para la construcción,15,ACTIVIDADES INDUSTRIALES,109,Fabricación de productos metálicos excepto maquinaria y equipos
289301,7.00,705.00,1223,"Fabricación de herramientas manuales y sus accesorios (para uso general, plomería, albañilería, , incluyendo las de campo y jardín)",15,ACTIVIDADES INDUSTRIALES,109,Fabricación de productos metálicos excepto maquinaria y equipos
281101,7.00,455.00,1217,Fabricación de productos de carpintería metálica,15,ACTIVIDADES INDUSTRIALES,109,Fabricación de productos metálicos excepto maquinaria y equipos
289993,7.00,705.00,1229,Fabricación de productos metálicos de Tornería y Matricería,15,ACTIVIDADES INDUSTRIALES,109,Fabricación de productos metálicos excepto maquinaria y equipos
289999,7.00,705.00,1230,Fabricación de productos metálicos n.c.p.,15,ACTIVIDADES INDUSTRIALES,109,Fabricación de productos metálicos excepto maquinaria y equipos
281200,7.00,705.00,1220,Fabricación de tanques y depósitos metálicos,15,ACTIVIDADES INDUSTRIALES,109,Fabricación de productos metálicos excepto maquinaria y equipos
289991,7.00,705.00,1227,Fabricación de tejidos de alambre,15,ACTIVIDADES INDUSTRIALES,109,Fabricación de productos metálicos excepto maquinaria y equipos
289999.1,7.00,875.00,1231,"Fabricación y comercialización al por mayor de productos metálicos, con planta industrial fuera del ejido municipal",15,ACTIVIDADES INDUSTRIALES,109,Fabricación de productos metálicos excepto maquinaria y equipos
289100,7.00,705.00,1222,"Galvanoplastia, esmaltado , y otros procesos similares en metales, incluyendo pulvimetalurgia, incluye estampado, prensado, forjado y laminado de metales",15,ACTIVIDADES INDUSTRIALES,109,Fabricación de productos metálicos excepto maquinaria y equipos
281109,7.00,705.00,1219,Montajes industriales,15,ACTIVIDADES INDUSTRIALES,109,Fabricación de productos metálicos excepto maquinaria y equipos
252010,7.00,705.00,1180,Fabricación de envases de plástico,15,ACTIVIDADES INDUSTRIALES,103,Fabricación de productos plásticos diversos
252090.1,7.00,455.00,1181,"Fabricación de juguetes, juegos y calzados plásticos",15,ACTIVIDADES INDUSTRIALES,103,Fabricación de productos plásticos diversos
252090.2,7.00,705.00,1182,"Fabricación de mosaicos, baldosas, revestimientos de paredes y pisos, de productos plásticos",15,ACTIVIDADES INDUSTRIALES,103,Fabricación de productos plásticos diversos
361020,7.00,705.00,1185,"Fabricación de muebles de plástico, sus partes y accesorios",15,ACTIVIDADES INDUSTRIALES,103,Fabricación de productos plásticos diversos
252090.3,7.00,705.00,1183,Fabricación de productos plásticos n.c.p.,15,ACTIVIDADES INDUSTRIALES,103,Fabricación de productos plásticos diversos
252090.4,7.00,875.00,1184,"Fabricación y comercialización al por mayor de productos de plástico, con planta industrial fuera del ejido municipal",15,ACTIVIDADES INDUSTRIALES,103,Fabricación de productos plásticos diversos
241309.1,7.00,455.00,1179,Fábrica de bolsas de polietileno,15,ACTIVIDADES INDUSTRIALES,103,Fabricación de productos plásticos diversos
242320,7.00,705.00,1164,"Elaboración de productos medicinales para animales (incluye vacunas, sueros y similares de uso veterinario)",15,ACTIVIDADES INDUSTRIALES,101,Fabricación de productos químicos diversos
242903,7.00,705.00,1170,"Fabricación de colas, adhesivos, aprestos y cemento (excepto los odontológicos) obtenidos de sustancias minerales y vegetales",15,ACTIVIDADES INDUSTRIALES,101,Fabricación de productos químicos diversos
242902,9.50,1390.00,1169,"Fabricación de explosivos, municiones y productos de pirotecnia",15,ACTIVIDADES INDUSTRIALES,101,Fabricación de productos químicos diversos
242412,7.00,705.00,1166,Fabricación de jabones y detergentes,15,ACTIVIDADES INDUSTRIALES,101,Fabricación de productos químicos diversos
242310,7.00,705.00,1163,"Fabricación de medicamentos para uso humano, productos farmacéuticos y medicinales (excepto productos veterinarios).",15,ACTIVIDADES INDUSTRIALES,101,Fabricación de productos químicos diversos
